,text,label,data;;
367;Гнутый экран, на стекле не остаётся отпечатков пальцев;1
368;"1. Плохо реагирует на отпечаток пальца, не с первого раза. Требует поставить палец чётче, но ставить его неудобно, окошко неудобно расположено; 2. Быстро теряется заряд; 3. Клубные карты в этом хваленом приложении Самсунг Пай не работают. 4. И самое главное - за такие деньги такая гадость этот гнутый экран! При первом падении экран разбился. Телефону меньше месяца, ремонт 25 тыс.";-1
369;Удобный, красивый, все новые фичи в наличии. - Камера - лучшая на рынке. В семье есть S7. Фотографии стали еще лучше. - Gear 360 (2017) по предзаказу если не убиваться за стриминг на Yuotube вообще безделушка... - Батарею держит прилично. Музыка в самолете телефон разряжает очень немного. Видео тоже. Можно читать книгу и не подключать внешний аккум. - Заряжается быстро. - Samsung Pay - классная вещь. - Связь отличная, голосовой динамик и микрофон работают хорошо запас громкости большой..;1
370;"- Все хорошо, но проблема ""красного экрана"" есть. Экран розовит под углом. Официальный сервис проблему не признает. - Торможения интерфейса иногда проскакивают. По плавности iOS еще никто не смог догнать. - С контактами беда - объединяет во вкладки, приби";-1
371;- Хороший звук,наушники в комплекте в принципе норм,лучше чем то,что было раньше... - Фронталка прям порадовала - Экран(и плюс и минус),ощущение объемной картинки,смотрится реально классно,как всегда сочные цвета. - В общем цвет и дизайн приятно порадовал;1
372;Сразу после включения залагал экран и это флагман за 55к...(залип на одной точке) - Бонусы от предзаказа ужасные(уж могли бы что-то полезнее предложить вместо бредовой камеры) - Экран(неудобно тянуться до шторки,иногда смотреть видео и играть(имхо)) - СТЕКЛО(неужеле не судьба в 2017 сделать то наконец флагман из металла,если кто-то из самсунга читает(в чем я конечно же сомневаюсь),кто хоть как-то может повлиять на дизайн флагманских смартфонов эта запись для вас!!) - Дорогие аксессуары - В фирменном магазине не купить в черном цвете почти до середины до мая...(вообще бред полнейший,предзаказ онли,заявление продавца) - ЦЕНА,,не стоит он своих денег...и кто там говорил, что самсунг для нищебродов.. - Нет бонусов,в отличии от прошлогодних флагманов(Samsung members). - Бредовое расположение сканера,срабатывает через раз теперь. - Греется все так же отлично. - Bixby сырой,поиск по фотке тоже нефига не работает.. - Собирает кучу данных о пользователе,да вот такой я параноик(отключить нельзя если хочется использовать весь функционал).;-1
373;Камера Быстро действие Простота Батарея Внешний вид;1
374;Не выявлено;-1
375;Красивый дизайн Быстрая работа Хорошая комплектация Хорошая эргономика для небольшой ладони Аккумулятор - без комментариев, так как всего второй день пользуюсь Набор переходников разных типов USB в комплекте Корректно работающий датчик отпечатка пальца Аппарат умеет распознавать радужку глаза через очки, но этот тип распознавания сам по себе неивсегда работает.;1
376;Нет настройки, позволяющей полностью убрать панель навигации с экрана во время работы полноэкранного приложения. Распознавание лица срабатывает плохо. Нужно потратить много времени, чтобы внести каждый отпечаток пальца.;-1
377;Дизайн. По началу нравилось всё: и по и автономность и камера была на высоте;1
378;После обновления до андроид 9 стал жестко тормозить, батарейки кое как хватает на полдня в режиме слабого использования (практически не звоню, очень немного авито и ватсапп), камера вообще плохая стала, зум с кнопки затвора убрали, фото или видео надо менять режим камеры, очень неудобно сделали, не то что раньше.;-1
379;Быстрый, красивый, довольно недорогой и при этом очень качественный.;1
380;Великоват размером. никак не могу привыкнуть.;-1
381;Камера днем и вечером, видеосъемка, удобные габариты, звук, дизайн;1
382;1. Аккумулятор!!! В 7 вечера приходится лететь домой, ибо заряд остается на уровне 8-10% после 100% зарядки в 7 утра и при неактивном пользовании: пару часов в соцсетях в обед и по пути на работу и обратно, звонки максимум 15 мин. 2. И хрупкость экрана - первое падение со стола на кафель и сразу в углу дисплея трещина, а замена экрана дорогое удовольствие. Сзади тоже трескается, у тети такой же, я сразу купила чехол и стекло. Но стекло постоянно отклеивалось, рискнула и купила пленку, который не спас от трещин при падении дисплей. 3. Тормознутость сканера отпечатков - в старом ксиаоми редми 3s сканер был намного удобнее и шустрее 4. Микролаги, которые решаются перезагрузкой;-1
383;"-Дизайн! Даже в 2019 это очень красивый телефон. -Удобство использования! Диагональ ""та самая"", в руке держится отлично. -Сборка. Монолитный как камень. Да он стеклянный, но объективно скажу,что я не роняю телефоны и поэтому не страшно что задняя крышка и";1
384;-Батарея. Телефон очень быстро садится. До этого был xiaomi с таким же аккумом-держал легко день. А S8 при таком же использовании держит пол дня. -Прошивка. Ну это у меня навсегда. УБОГАЯ,просто ужасная оболочка от Самсунг и их фирменные приложения. Вот д;-1
385;Дизайн, распознавание по сетчатке глаз/лицу. Удобно расположен датчик отпечатка пальца.;1
386;Чрезмерно царапающийся экран. Невозможность наклеить защитную пленку, из-за скошенных краев. Пробовал и дорогие и дешевые - выглядит топорно и держится до месяца. После года обычного использования, выгорели символы клавиатуры на экране и стали видны, даже если клавиатурой не пользуюсь. Аккумулятор, после 1.5 года службы, заметно ослабел.;-1
387;Большой яркий экран, высокая производительность;1
388;Слабая батарея, некачественные аксессуары, хлипкий фирменный чехол Samsung Clear View Standing Cover (через год начал трескаться и расползаться), слабая защитная фирменная пленка, недоработанная ОС;-1
389;Топовый смарт, пользуюсь уже 2й год. Даже сейчас хватает с головой. Экран супер, камера тоже. Игры летают. Единственное берите обязательно на snapdragon'e. Самс как всегда не разочаровал.;1
390;1) Exynos. 2) Попался с браком камеры(не работает автофокус, но такое меняется без проблем по гарантии).;-1
391;Этот телефон реальная рабочая лошадь. Он очень удобен как физически, так и технически. Он красивый. Упал на кафельный пол и именно в этот момент был без чехла (сняла, хотелось пользоваться красивым телефоном)))))), экраном об пол ударился, ну есть трещины.. менять экран не стала, потому что на его работе и работе телефона падение и не трещины никак не отобразились, все отлично. Да и трещины не мешают. Перешла на него с виндоусфона, до которого было несколько айфонов. На винду ушла ибо айос надопл своей скукотищей и унылостью, виндоусфон прожил у меня года два и потом он морально начал умирать, ибо на развитие забили. Пришел в мои руки андроид - и он классный. В сравнении с айос все понимают почему, нет смысла писать.;1
392;Что бесит: 1. Функция скриншота. Вот это вот проведите ребром руки... с первого раза идеальный скриншот - 1 случай из 10. 2. Кнопка биксби, которую не отключить и не перенастроить. Биксби, я ненавижу тебя, я хочу тебя вырвать, ты все время нажимаешься, когда я этого не хочу, а не хочу я всегда.;-1
393;Камера понравилась. Производительность тоже. Но;1
394;Сидел на стуле, телефон выпал из кармана шорт на пол. Трындец, экран вдребезги, это ещё он у меня был в силиконовом бампере. Очень хрупкий, я не понимаю как им надо пользоваться , чтобы он не разбился. да еще и сам по себе очень скользкий + загнутые края, он так и норовит выскользнуть из рук. Стекло самсунг отдельно не меняет, только вместе с экранным модулем, мин цена замены на 10-05-18 составляет 13400р. Я считаю что неприлично дорогая плата за треснувшее стекло.;-1
395;качества хорошая;1
396;нет;-1
397;Быстродействие, камера, удобство;1
398;"Очень хрупкий и ненадежный. Хрупкость еще понятна, все же из стекла, но вот качество начинки... год использования - выгорел экран (на белом фоне видны намертво впечатанные символы из других приложений), глючит порт при зарядке (отваливается), да и если телефон сел и выключился, при подключении ЗУ всегда выдает ""вода попала в порт"", включать приходится с кучей заморочек после такого.";-1
399;Красивый внешний вид, приятные материалы изготовления, жаль, что всю эту красоту все равно приходится прятать под чехол. Радует отсутствие надписи Samsung над экраном, как в младших моделях. Яркий, сочный экран, с отличным разрешением. Даже спустя полгода пользования не перестаю радоваться экрану, нравится смотреть клипы и видео с природой в разрешении 2К, также во время поездок очень удобно смотреть на телефоне фильмы и сериалы. Яркости экрана хватает в самый солнечный день, а вот минимальную яркость я бы сделал потемнее. Олеофобное покрытие качественное, экран очень устойчив к царапинам. Размеры телефона меня устраивают, помещается в любой карман, хорошо лежит в руке, но если с таким устройством в кармане куртки попытаться завязать шнурки, то это вызовет некоторые затруднения. Основная камера радует каждый день! Фотографирую природу, пейзажи, закаты, рассветы, отлично передает цвета, в темное время суток также фотографирует достойно, во время лекций при съемке с камчатки на фотографиях хорошая читаемость, считаю, что камера на этом телефоне со всеми своими задачами справляется на 100%. Качество видеосъемки также на высоте, стабилизация работает хорошо, снимал видео во время езды на снегоходе на скорости 50 км/ч и остался доволен, тряска минимальная. Аккумулятор хорошо держит заряд, быстро заряжается, мне хватает на целый день активного пользования, не разряжается в холодную погоду. Возможность трансляции звука через bluetooth на два устройства с независимой регулировкой громкости классная фишка, любим им пользоваться с девушкой на кухне, когда готовим. Нравится возможность поделить экран на два рабочих окна, часто пользуюсь при просмотре видео на ютуб.;1
400;Медленный датчик отпечатка пальца, нежелание распознавать влажные пальцы, крайне неудобное расположение, часто марается объектив камеры, при том, что для быстрой (нет) читаемости отпечатка, палец нужно расположить идеально на датчике. Во время телефонного разговора часто разблокируется экран, чтобы заблокировать обратно, приходится убирать телефон в сторону и заново подносить к уху. Датчик распознавания лица очень медленный, сравнивал с pocofone f1, пользоваться невозможно, не работает в темноте, пришлось отключить.Возможно, для кого-то это покажется мелочью, но в разъем зарядки сложно попасть не поцарапав корпус телефона, провод не вставляется интуитивно, в темноте приходится его искать, с другими телефонами такой проблемы не возникало никогда. Абсолютно бесполезное приложение Bixby и кране неудобное расположение кнопки этого приложения. Часто путаю это кнопку с кнопкой понижения громкости, невозможность без сторонних программ отключения этой кнопки или назначения на нее вызова другой программы. Внешнему динамику не хватает громкости. Объектив основной камеры конкретно на моем телефоне установлен криво (на съемку не влияет). При быстром запуске камеры посредством двойного нажатия кнопки блокировки на экране иногда поверх камеры выскакивает окошко с гордой надписью, что я только что воспользовался быстрым запуском, что очень мешает для моментальной съемки. Из-за изогнутого экрана практически любое защитное стекло чехол выталкивает по углам, пришлось резать чехол, в дальнейшем от защитного стекла отказался в пользу чехла, за полгода пока ни одной царапины. На верхней грани между дисплеем и корпусом виден просвет экрана над фронтальной камерой в темноте. Расположение кнопки блокировки неудобное, иногда, невольно нажимаю на нее пальцами с противоположной стороны, когда хочу изменить громкость, также когда телефон лежит вертикально на боку, при попытке изменить громкость, продавливается кнопка блокировки, я бы ее установил на верхнюю часть.;-1
401;В телефоне множество плюсов: -Камера -Экран -Динамики -Сканер лица;1
402;-Производительность умирает с каждым днем(пришлось выключить анимацию) -Батарея живет 8-9 часов( на 45% яркости) -Сотовая связь иногда хромает( -Лаги присутствуют;-1
403;Время автономной работы Объем памяти Производительность;1
404;1.скользкий. 2. К нему нельзя прикрепить защитный экран, т.к. его срывает силиконовый чехол. 3. из чехлов дрянные, неудобные, огромные дорогие чехлы книжки, которые нивелируют дизайн. 4. Цена качество не выдерживает никакой критики ;-1
405;Один из немногих телефонов в котором понравилось все: камера, экран, звук, производительность, памяти лично мне хватает с головой;1
406;Маркий корпус, неудобно расположен сканер отпечатка пальцев;-1
407;Экран, камера, дизайн;1
408;Не нравится, то что стало вместо кнопки;-1
409;Экран до какого то времени Батарея до какого то времени Хороший вид до какого то времени Плавал в море - воды не боится!;1
410;Самсунг С8;-1
411;Внешний вид эффектный, большой экран, наличие беспроводной зарядки, наличие быстрой зарядки. Относительно конкурентов хорошая камера.;1
412;Заряда телефона хватает на часа 4-5 активного использования, поэтому заряжать придется два три раза в день. Есть глюки с приложением, иногда выходят ошибки. Огромный и бесящий глюк с интернетом, во время разговора пропадает 4g и вообще любой интернет, после звонка бывает надо ждать возвращения по пол часа, спасает перевод в авиа режим и обратно, но это бесит. Отсутствие стереозвука, один динамик это моветон.;-1
413;Экран Камера 3 месяца хорошей работы.;1
414;Не звонит лаги, тормоза;-1
415;- Экран. Он просто великолепный. Четкий, количество пикселей просто зашкаливает,глаза ни разу не уставали(даже если весь день смотреть видео ). Такую яркость я еще нигде не видел, даже в самый солнечныц день ее с лихвой хватает. Сам телефон в руке лежит о;1
416;-Автономность. Не скажу что это недостаток, но после бюджетного китайца(хиаоми редми 4) держить хуже. Но на полный рабочий день хватает,при насыщенном использовании(час звонков,пару часов музыки,видео,соц сети). -Оперативная память. Не знаю точно с ней ли;-1
417;Итак, что понравилось: 1) Безумный экран. Тут даже слов не надо, за меня уже 100 раз все сказано. Просто повторюсь - он шикарен. 2) Камера. Она хороша. Даже очень. Снимает как по мне днем - плюс минус на уровне айфона 7\8, ночью - превосходит в разы. Про видео не могу сказать. 3) Материалы, качество сборки. Придирок нет. 4) Честный IP68. Да, было страшно, но интерес победил страх. 5) Отличный сотовый модуль. Почему то редко вижу где люди упоминают о сотовом модуле, воспринимая эту функцию как должное и думают, что все везде работает одинаково, но это не так (проверено) 2 сим карты, все работает четко. Про интернет: Поддержка 4G+ (LTE-Advanced), если зацепился за сеть 4G/LTE - держит ее мертво, никаких сваливаний в 3Г\2Г. Да, в 30-40% случаев бывает, что после звонка долго переключает из 2Г в 3Г а затем уже в 4Г (такая особенность местной связи - голосовая связь в 75% случаев только по 2Г), но чаще всего телефон после звонка молниеносно возвращает из 2Г в 4Г. (В отличие от iPhone 5s/6/6s, которые пока вручную не передернешь режим полета - заново не словят 4Г.) Сигнал ловит прекрасно. про ЛТЕ: Там, где 6s захлебывался, 7 ловил 1-2 деления на грани сваливания в 3Г\2Г, тут - стабильные 2 деления ЛТЕ. GPS - быстро, четко, компас работает. Без нареканий. В машине прекрасно работает. Wi-Fi - тоже без нареканий. На одинаковом расстоянии от роутера по спидтесту выдает скорость больше, чем MacBook Air 2013.;1
418;- оболочка Не плохая, но и не хорошая. Много предустановленного мусора. Не убогий MIUI (да простят меня любители этой ОС), но и до голого андроида далеко (говорю как пользователь и того, и того). Есть свои функции, свои плюшки. Минусы: - Эксинос. Да, быва;-1
419;Красивый, камера хорошая;1
420;Экран;-1
421;Отличный экран, производительность.;1
422;"- кнопка Bixby дичайше неудобна, расположена так, что постоянно случайно нажимается, при этом отключить ее или переназначить - нельзя. Для меня это самый неудобный момент в этой модели; - идентификация хромает: сканер отпечатков расположен неудобно, у мен";-1
423;Телефон круто смотрится, камера самая лучшая которая только может быть в смартфоне!;1
424;Хрупкое стекло;-1
425;Камера, она превосходна, в темноте снимает просто супер. Фронтальная похуже, но днём и вечером снимает отлично. Экран бесподобен, грани в темноте смотрятся шикарно. Не тормозит, памяти много, всё что нужно есть, и нфц, и по радужке глаза можно разблокировать, и по отпечатку, always on display полезная вещь;1
426;Батарея - хватает на полдня активного использования Проблема с мобильным интернетом, часто подвисает, приходится включать интернет и включать заново. Загнутые края - почему минус, в комментарии;-1
427;Отличная камера, экран;1
428;Упал с журнального столика и разбился экран, стекла и пленки клеить безполезно, отлетают, покупать только чехол, скользкий в руке;-1
429;Камера, экран, не очень высокая цена за приличную камеру;1
430;ПО. Сейчас пользуюсь уже вторым s8 и как же иногда воротит от постоянных лагов системы. Если вам не лень прошивать его - терзайте, сам же специально брал ростест, решил остаться на начальной системе.;-1
431;"- Некоторые характеристики экрана и его безрамочность; - Звук из динамика лучше, чем на S7; - Влагозащита; - Хорошая камера; - Эргономика (да, я из тех, кому удобно расположение сканера отпечатков)";1
432;"- Экран (подробности в комменте); - Батарея (после 6 месяцев использования); - Цена; - Bixby и всё, что с ним связано";-1
433;Отличное качество изображения,действительно мощный добротный процессор, комплектация смартфона более чем, достойная.;1
434;Поддерживает заряд батарее при полном использовании, не так долго как ожидалось.;-1
435;Дизайн и игружки идут пока более менее и то подлагивают. даже простенькие. телефон на 3;1
436;Сажает зрение, ни знаю почему, после него глаза колит и зрение заметно хуже становится. не заметно для меня у него экран треснул. Честно не знаю когда и где, ехал за рулём достал из барсетки где он лежал с паспортом и заметил что уголок треснут см так 1,5-2;-1
437;Из достоинств могу отметить что есть все новейшие удобства, такие как беспроводная зарядка, сканер отпечатков, лица, глаз и т.п. Удобно что есть две сим карты и не надо носить два телефона (рабочий и личный). Приятный для руки корпус. Благодаря стеклу, но к сожалению разбился даже в чехле. Пожалуй всё.;1
438;К сожалению через год понимаешь что переплачены деньги за модель. Самое большое расстройство, что на экране отпечатался Яндекс навигатор. Часто пользуюсь, но до этого были дешёвые смартфоны и такого близко не было. Смартфон часто зависает. Хочешь оплатить через pay, а телефон как обычно подвис и ты стоишь перед кассиром и мнёшься. Изогнутое стекло доставляет много дискомфорта. Чехол вместе с защитным стеклом не совместимы. Сам производитель предлагает только пленку, которую надо постоянно менять из-за того же экрана. Короче очень сильно разочарован. Может кто подскажет как можно вернуть производителю это чудо с разбитым стеклом на задней панели. Ведь скорее всего производитель скажет что причина только в этом.;-1
439;"- внешний вид и ощущения от пользования (уникальный - вытянутый, плавные изгибы, приятная вибрация, разблокировка кнопкой домой, вес); - качество фото и видео (не айфонХ, конечно, но субъективно лучше всех китайцев, даже последних с двойными камерами), уд";1
440;"- главный - время работы (если не заморачиваться на экономию батареи, то при средней нагрузке хватает только на день, а при активном использовании и до вечера не дотягивает, хотя айфон Х жены при меньшей емкости держит почти 2 дня); - второй - биксби (мал";-1
441;Дизайн, разрешение экрана;1
442;Перманентные глюки, гарантийное обслуживание;-1
443;Очень удобный телефон. Отличная замена Айфону. По сравнению с предыдущими моделями очень эргономичный и тонкий корпус изготовленный из отличных материалов. Больше всего поразил экран.;1
444;Не понравилась камера. Уж больно она как то искажает реальность снимка, но в целом качество не плохое.;-1
445;1) Камера. Пусть в нем и один фотомодуль, но снимает он гораздо лучше чем двойные фотомодули в китайцах и других бюджетных моделях. 2) Дисплей. Великолепный Amoled с загнутыми краями. сначала думал, что Edge грани - баловство, а в итоге пользуюсь постоянно для быстрой навигации. 3) Быстродействие. WOT и Fifa без тормозов. 4) Размеры. Идеально ложится в руку. 5) Аксессуары. В частности постоянно использую DEX. В итоге телефон заменяет PC, пусть и не полноценно.;1
446;1) Батарея. Эксплуатирую телефон очень интенсивно, поэтому заряжать приходится несколько раз в день, что очень сильно расстраивает. От флагмана хочется стабильной работы хотя бы на протяжении суток. 2) Bixby. Какое-то недоразумение, еще и с отдельной кнопкой, на которую периодически случайно нажимаешь.;-1
447;Экран (он нереальный!) Камера Дизайн;1
448;Крайне неудачное расположение отпечатка пальцев Автономность (в сравнении с Huawei) Скользкий;-1
449;Достаточно приятный аппарат, как по сборке, так и по работоспособности. Прекрасные фото и видеозапись, адекватный дисплей даже на ярком солнце.;1
450;Для такого аппарата 64гб памяти маловато. Да и автономность так себе, за 10 минут съемки видео уничтожает 8% заряда батареи, аккумулятор ему нужен явно более ?мкий.;-1
451;нет. это еще достоинства за такую стоимость телефона?;1
452;"стал вырубаться после 4х месяцев использования. не роняла ни разу на тот момент. ни единого повреждения, ни царапинки. чтобы реанимировать, приходилось использовать по 100500 раз комбинацию ""громкость вниз и питание"". индикатор сверху горит, экран нет. включила наконец-то, ок. дальше - лучше. уронила с высоты 1м примерно, в чехле-книжке, мать его! в чехле. визуально ни единого повреждения. вырубился. все по новой. каждую долбаную неделю радует таким образом. нести в сервисный центр? класс. очень вовремя. прямо к сессии. ТЕЛЕФОН ОЧЕНЬ СИЛЬНО ПОДВЕЛ, просто супер. ТЕЛЕФОН НЕ РЕКОМЕНДУЮ. стыдно должно быть. столько отзывов ужасных.";-1
453;1. Самое крутое в этом телефоне это экран: - отличное качество картинки, - яркие цвета, - хорошие углы обзора, - удобно, что яркость экрана автоматически адаптируется к внешнему освещению и на экране все хорошо читается, - удобно, что экран занимает почти всю лицевую сторону. 2. Хорошо, что в устройстве есть защита от влаги. 3. Удобно и то, что в телефоне есть 2 слота под sim. 4. Камера снимает очень хорошо почти всегда, в целом камерой доволен, кроме случаев описанных ниже. 5. Достаточно быстрая зарядка.;1
454;1. Камера иногда не наводит фукус вообще (это бывает редко, но всеже бывает - в такой ситуации все изображение мутное и камера даже не пытается на чем-то фокусироваться, помогает решить эту проблему только встряхивание смартфона (со стороны это конечно не очень выглядит, особенно для топового смартфона) - тогда камера сразу мгновенно фокусируется). 2. Когда снимаешь на камеру экран монитора изображение часто просто ужасное - экран монитора на эту камеру лучше не снимать. При открытии изображений на просмотр надо ожидать когда картинка прорисуется (или не хватает мощности процессора на устройстве или не оптимальные алгоритмы). 3. Разъем для питания на телефоне имеет не очень плотный контакт с кабелем - когда держишь устройство в руках соединение может обрываться. 4. Самсунг решила на данном устройстве ограничить видимость телефона по bluetooth до 1 часа - более длительную видимость установить нельзя.;-1
455;Отличная камера, высокая производительность, автономность (хватает на 1,2-2 дня использования), оболочка работает быстро, аналогично голому андроиду.;1
456;Не обнаружено;-1
457;Камера шикарная. Экран суперский (у меня нет розового оттенка). Супер быстрая зарядка. Одним словом флагман, есть все все фичи за исключением инфракрасного порта.;1
458;Сравниваю со своим предыдущим телефоном Huawei p9 1) Неудобное расположение отпечатка пальца 2) Не хватает отображения заряда Bluetooth гарнитуры 3) Нет функции безусловного завершения работы приложений при блокировке экрана 4) Отпечаток распознается только в 90% случаев PS Обновлено после выхода Oreo;-1
459;Большой экран, отличная производительность, очень понравилась камера, думал будет не очень- но на деле просто потрясный фокус- а особенно макросъемка. У меня есть друзья с айфонами, мы с ними менялись по пользоваться - в итоге они остались очень довольны данным смартфоном)));1
460;отсутствуют;-1
461;Качество экрана, камера на высоте, дизайн, куча наворотов в андроиде;1
462;Батарея для флагмана слабая и вообще Самсунг не хочет почему то делать ее больше, видимо из за тонкости конструкции. И самое удогое в этом телефоне это отпечаток пальца! Просто хуже не придумать расположение! Сделали бы ниже камеры и все было супер, а вообще пора уже встраивать датчик в экран за такую цену!;-1
463;Красивый дизайн, опередивший iPhone Х на год Экран очень высокого разрешения, качество картинки отличное Хорошая сборка, прочные материалы. Царапины не остаются Отличная камера, заметно лучше конкурентов Две сим-карты. Оказалось очень удобно в отпуске;1
464;Примерно через год заряд держит значительно хуже. Впрочем, эта проблема наблюдается у всех телефонов.;-1
465;#ИМЯ?;1
466;- В комплекте кабель Type-C с выходом на USB 2.0 - Арабская вилка;-1
467;Очень удобно лежит в руке, хорошая камера, функция распознавание лица хорошо работает, к отпечатку пальца на тыльной стороне телефона нужно немного привыкнуть.;1
468;Цена...;-1
469;Конечно главным достоинством является экран??безупречный дизайн,все это приводит в большой восторг!)Камера делает отличные кадры,до S8 вообще не пользовался камерой на предъидущих телефонах!памяти более чем достаточно!батарею держит хорошо,при использовании тяжелых игр,полного заряда хватает с 9 утра до 7 вечера,при почти непрерывном использовании игры в телефоне.при спокойном использовании или даже неиспользовании, снял телефон с зарядки в 11 утра,сейчас почти 6 вечера,телефон имеет еще 88 процентов!в отпечаток пальцев всегда попадаю с первого раза,ну правда работает иногда с небольшой задержкой,но это не парит вообще,распознование лица на свету работает отлично,бавает даже удобнее чем отпечаток);1
